alias_text,lang,matched_canonical,confidence,notes
rökt tofu,sv,smoked tofu,0.6,low confidence
sojamjölk,sv,soy milk,0.5882352941176471,low confidence
1755634013,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634013,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634014,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634014,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634014,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634014,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634178,"flapsteak, flankstek, entrecôte eller mörad högrev","flapsteak, flankstek, entrecôte eller mörad högrev",,,0,NOMATCH,none,
1755634178,"flapsteak, flankstek, entrecôte eller mörad högrev","flapsteak, flankstek, entrecôte eller mörad högrev",,,0,NOMATCH,none,
1755634181,rumsvarmt smör,rumsvarmt smör,,,0,NOMATCH,none,
1755634181,rumsvarmt smör,rumsvarmt smör,,,0,NOMATCH,none,
1755634183,"röd chili, skivad","röd chili, skivad",,,0,NOMATCH,none,
1755634183,"röd chili, skivad","röd chili, skivad",,,0,NOMATCH,none,
1755634185,lime,lime,,,0,NOMATCH,none,
1755634185,lime,lime,,,0,NOMATCH,none,
1755634186,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634186,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634499,"flapsteak, flankstek, entrecôte eller mörad högrev","flapsteak, flankstek, entrecôte eller mörad högrev",,,0,NOMATCH,none,
1755634499,"flapsteak, flankstek, entrecôte eller mörad högrev","flapsteak, flankstek, entrecôte eller mörad högrev",,,0,NOMATCH,none,
1755634528,"flapsteak, flankstek, entrecôte eller mörad högrev","flapsteak, flankstek, entrecôte eller mörad högrev",,,0,NOMATCH,none,
1755634528,"flapsteak, flankstek, entrecôte eller mörad högrev","flapsteak, flankstek, entrecôte eller mörad högrev",,,0,NOMATCH,none,
1755634529,rumsvarmt smör,rumsvarmt smör,,,0,NOMATCH,none,
1755634529,rumsvarmt smör,rumsvarmt smör,,,0,NOMATCH,none,
1755634531,"röd chili, skivad","röd chili, skivad",,,0,NOMATCH,none,
1755634531,"röd chili, skivad","röd chili, skivad",,,0,NOMATCH,none,
1755634531,rumsvarmt smör,rumsvarmt smör,,,0,NOMATCH,none,
1755634531,rumsvarmt smör,rumsvarmt smör,,,0,NOMATCH,none,
1755634533,lime,lime,,,0,NOMATCH,none,
1755634533,lime,lime,,,0,NOMATCH,none,
1755634533,"röd chili, skivad","röd chili, skivad",,,0,NOMATCH,none,
1755634533,"röd chili, skivad","röd chili, skivad",,,0,NOMATCH,none,
1755634534,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634534,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634535,lime,lime,,,0,NOMATCH,none,
1755634535,lime,lime,,,0,NOMATCH,none,
1755634536,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755634536,hjärtsalladshuvuden,hjärtsalladshuvuden,,,0,NOMATCH,none,
1755635557,4 cloves garlic,4 cloves garlic,,,0.0,NOMATCH,resolve,
1755678346,recept Carne Asada Steak,recept Carne Asada Steak,,,0,NOMATCH,none,
1755678346,recept Carne Asada Steak,recept Carne Asada Steak,,,0,NOMATCH,none,
1755678349,recept Chicken Tinga,recept Chicken Tinga,,,0,NOMATCH,none,
1755678349,recept Chicken Tinga,recept Chicken Tinga,,,0,NOMATCH,none,
1755678351,1-2 avokador,1-2 avokador,,,0,NOMATCH,none,
1755678351,1-2 avokador,1-2 avokador,,,0,NOMATCH,none,
1755678353,(4-tums) majstortillas,(4-tums) majstortillas,,,0,NOMATCH,none,
1755678353,,,,,0,NOMATCH,none,
1755678356,kopp hackad färsk koriander,kopp hackad färsk koriander,,,0,NOMATCH,none,
1755678356,kopp hackad färsk koriander,kopp hackad färsk koriander,,,0,NOMATCH,none,
1755678358,"jalapeño, skivad","jalapeño, skivad",,,0,NOMATCH,none,
1755678358,"jalapeño, skivad","jalapeño, skivad",,,0,NOMATCH,none,
1755678359,kopp hackad lök,kopp hackad lök,,,0,NOMATCH,none,
1755678359,kopp hackad lök,kopp hackad lök,,,0,NOMATCH,none,
1755678360,kopp smulad cotijaost,kopp smulad cotijaost,,,0,NOMATCH,none,
1755678360,kopp smulad cotijaost,kopp smulad cotijaost,,,0,NOMATCH,none,
1755678361,"Limeklyftor (valfritt, till servering)","Limeklyftor (valfritt, till servering)",,,0,NOMATCH,none,
1755678361,Limeklyftor,Limeklyftor,,,0,NOMATCH,none,
